sampleCount,distinctYearsUsed,effectiveYearCount,earliestSourceYear,latestSourceYear,fallbackLevel,averageSimilarity,minimumSimilarity,topYearWeightShare,latestYearWeightShare
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8135,0.7750,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7912,0.7200,1.0000,1.0000
31,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8063,0.6852,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8243,0.7650,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8290,0.7875,1.0000,1.0000
24,1,1.0000,2025,2025,SAME_REGION_TYPE_VENUE,0.8878,0.8167,1.0000,1.0000
28,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7744,0.6987,1.0000,1.0000
39,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8076,0.6840,1.0000,1.0000
24,1,1.0000,2025,2025,SAME_REGION_TYPE_VENUE,0.8849,0.8231,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7827,0.7031,1.0000,1.0000
24,1,1.0000,2025,2025,SAME_REGION_TYPE_VENUE,0.8914,0.8267,1.0000,1.0000
24,1,1.0000,2025,2025,SAME_REGION_TYPE_VENUE,0.8638,0.8167,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7677,0.6926,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8231,0.7650,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8338,0.7875,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8552,0.8250,1.0000,1.0000
21,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8151,0.7393,1.0000,1.0000
29,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8139,0.6964,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8374,0.7875,1.0000,1.0000
50,8,6.9751,2017,2024,SAME_REGION_TYPE,0.9226,0.8438,0.2204,0.1603
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8053,0.7650,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8609,0.7950,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8246,0.7650,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8373,0.7875,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8513,0.7875,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8413,0.7875,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8575,0.8250,1.0000,1.0000
50,9,5.9190,2017,2025,SAME_REGION_TYPE,0.9229,0.8906,0.2602,0.0208
21,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8038,0.7500,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7849,0.7159,1.0000,1.0000
37,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7945,0.6895,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8094,0.7750,1.0000,1.0000
50,9,5.9870,2017,2025,SAME_REGION_TYPE,0.9217,0.8750,0.2609,0.0209
22,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7821,0.7250,1.0000,1.0000
50,9,6.6000,2017,2025,SAME_REGION_TYPE,0.8990,0.8063,0.2336,0.0178
50,9,6.7612,2017,2025,SAME_REGION_TYPE,0.9019,0.8352,0.2529,0.0175
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7892,0.7350,1.0000,1.0000
31,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7454,0.7023,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8072,0.7875,1.0000,1.0000
50,9,6.5454,2017,2025,SAME_REGION_TYPE,0.8940,0.7933,0.2369,0.0319
39,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8102,0.6846,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8124,0.7650,1.0000,1.0000
29,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8117,0.7036,1.0000,1.0000
50,9,7.0114,2017,2025,SAME_REGION_TYPE,0.9248,0.8906,0.2392,0.0211
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8139,0.7350,1.0000,1.0000
50,5,4.5917,2017,2021,SAME_REGION_TYPE,0.9361,0.9231,0.2809,0.2809
23,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8028,0.7295,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8231,0.7875,1.0000,1.0000
41,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8149,0.6868,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8102,0.7432,1.0000,1.0000
30,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8096,0.6944,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7911,0.7168,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8098,0.7500,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8037,0.7500,1.0000,1.0000
28,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7880,0.7050,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8099,0.7650,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8146,0.7500,1.0000,1.0000
39,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8035,0.6878,1.0000,1.0000
21,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7481,0.6917,1.0000,1.0000
37,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7826,0.6992,1.0000,1.0000
21,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7492,0.6926,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8465,0.7950,1.0000,1.0000
38,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8026,0.7083,1.0000,1.0000
50,9,6.4784,2017,2025,SAME_REGION_TYPE,0.9269,0.9231,0.2182,0.0210
50,7,3.8820,2017,2023,SAME_REGION_TYPE,0.9231,0.9231,0.4200,0.0200
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7964,0.7350,1.0000,1.0000
28,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7971,0.6930,1.0000,1.0000
50,9,6.6312,2017,2025,SAME_REGION_TYPE,0.9013,0.8125,0.2322,0.0179
23,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8108,0.7159,1.0000,1.0000
50,8,6.9751,2017,2024,SAME_REGION_TYPE,0.9226,0.8438,0.2204,0.1603
50,8,5.8485,2017,2024,SAME_REGION_TYPE,0.9217,0.9000,0.2608,0.2608
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7863,0.7200,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8277,0.7650,1.0000,1.0000
39,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7337,0.6826,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8524,0.8250,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8207,0.7500,1.0000,1.0000
28,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7712,0.7023,1.0000,1.0000
28,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7753,0.7050,1.0000,1.0000
50,7,3.2840,2018,2024,SAME_REGION_TYPE,0.9050,0.8203,0.5016,0.0418
38,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7934,0.7167,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8229,0.7875,1.0000,1.0000
22,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7900,0.7250,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8546,0.8250,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8097,0.7875,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8108,0.7650,1.0000,1.0000
41,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7910,0.6908,1.0000,1.0000
37,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8198,0.6992,1.0000,1.0000
50,6,2.2510,2017,2022,SAME_REGION_TYPE,0.9249,0.9231,0.6376,0.6376
37,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8348,0.6944,1.0000,1.0000
22,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8023,0.7350,1.0000,1.0000
38,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8026,0.7083,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8170,0.7875,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8003,0.7650,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8107,0.7750,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8553,0.7875,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7551,0.7212,1.0000,1.0000
29,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8016,0.7036,1.0000,1.0000
31,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8047,0.6852,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8236,0.7875,1.0000,1.0000
37,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8283,0.6895,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8103,0.7500,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8158,0.7500,1.0000,1.0000
38,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7268,0.6886,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8028,0.7167,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8033,0.7350,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8524,0.7950,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8341,0.7950,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8672,0.7950,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8268,0.7875,1.0000,1.0000
50,6,3.6657,2017,2023,SAME_REGION_TYPE,0.9231,0.9231,0.4400,0.2000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8175,0.7650,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8198,0.7750,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8221,0.7875,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8134,0.7875,1.0000,1.0000
50,7,3.7942,2017,2023,SAME_REGION_TYPE,0.9252,0.9231,0.4381,0.0597
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8127,0.7875,1.0000,1.0000
50,7,5.2395,2017,2023,SAME_REGION_TYPE,0.9281,0.9231,0.2968,0.2375
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8155,0.7250,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8201,0.7295,1.0000,1.0000
23,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7571,0.7159,1.0000,1.0000
50,8,3.5347,2018,2025,SAME_REGION_TYPE,0.9230,0.8625,0.4805,0.0196
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7900,0.7159,1.0000,1.0000
28,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7463,0.6870,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8184,0.7350,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7809,0.7179,1.0000,1.0000
50,7,4.5109,2019,2025,SAME_REGION_TYPE,0.8767,0.7393,0.3841,0.3841
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8123,0.7650,1.0000,1.0000
38,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8083,0.7000,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8113,0.7875,1.0000,1.0000
31,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8150,0.6852,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8125,0.7650,1.0000,1.0000
29,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8128,0.7036,1.0000,1.0000
41,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8023,0.6868,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8313,0.8250,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8142,0.7650,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8281,0.7875,1.0000,1.0000
37,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8019,0.6944,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8254,0.7500,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8119,0.7875,1.0000,1.0000
29,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8162,0.6964,1.0000,1.0000
50,9,6.8212,2017,2025,SAME_REGION_TYPE,0.9192,0.9000,0.2422,0.0420
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7877,0.7607,1.0000,1.0000
50,9,7.3505,2017,2025,SAME_REGION_TYPE,0.8909,0.7969,0.2168,0.0336
50,9,6.8140,2017,2025,SAME_REGION_TYPE,0.9192,0.8906,0.2422,0.0420
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8096,0.7500,1.0000,1.0000
22,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8058,0.7159,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8126,0.7875,1.0000,1.0000
41,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7910,0.6908,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8168,0.7875,1.0000,1.0000
28,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7943,0.6990,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8275,0.7875,1.0000,1.0000
30,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8066,0.6895,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8296,0.7941,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7920,0.7607,1.0000,1.0000
28,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7985,0.6930,1.0000,1.0000
22,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8091,0.7295,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8073,0.7250,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8171,0.7500,1.0000,1.0000
