sampleCount,distinctYearsUsed,effectiveYearCount,earliestSourceYear,latestSourceYear,fallbackLevel,averageSimilarity,minimumSimilarity,topYearWeightShare,latestYearWeightShare
21,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8145,0.7500,1.0000,1.0000
23,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8293,0.7875,1.0000,1.0000
50,9,7.8661,2017,2025,SAME_REGION_TYPE,0.9133,0.8625,0.1842,0.1047
37,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8252,0.6944,1.0000,1.0000
37,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8216,0.6895,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8222,0.7875,1.0000,1.0000
38,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8026,0.7083,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8212,0.7393,1.0000,1.0000
28,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7981,0.7000,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8292,0.7875,1.0000,1.0000
39,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8044,0.6840,1.0000,1.0000
31,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7804,0.6979,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7594,0.6880,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7780,0.6880,1.0000,1.0000
31,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8194,0.6852,1.0000,1.0000
23,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8154,0.7650,1.0000,1.0000
50,9,8.0432,2017,2025,SAME_REGION_TYPE,0.9066,0.8438,0.1871,0.1041
50,9,7.9106,2017,2025,SAME_REGION_TYPE,0.8981,0.8250,0.1913,0.0992
41,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8136,0.6868,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8605,0.8250,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8544,0.8250,1.0000,1.0000
50,9,7.5937,2017,2025,SAME_REGION_TYPE,0.9110,0.8250,0.1852,0.1307
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8190,0.7200,1.0000,1.0000
50,9,7.6769,2017,2025,SAME_REGION_TYPE,0.9071,0.8203,0.1872,0.1051
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8156,0.7350,1.0000,1.0000
50,6,3.9739,2018,2023,SAME_REGION_TYPE,0.9237,0.9231,0.3595,0.2796
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8388,0.7875,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8268,0.7750,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8161,0.7500,1.0000,1.0000
22,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8091,0.7295,1.0000,1.0000
28,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7716,0.6917,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8081,0.7500,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8069,0.7750,1.0000,1.0000
50,5,4.0160,2018,2022,SAME_REGION_TYPE,0.9272,0.9231,0.3209,0.2379
31,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7612,0.6917,1.0000,1.0000
30,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7628,0.7040,1.0000,1.0000
30,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7904,0.6944,1.0000,1.0000
50,9,7.6975,2017,2025,SAME_REGION_TYPE,0.9139,0.8182,0.1843,0.0364
22,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8058,0.7159,1.0000,1.0000
31,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8151,0.6826,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7403,0.6800,1.0000,1.0000
50,6,4.3789,2018,2023,SAME_REGION_TYPE,0.9242,0.9231,0.3591,0.1995
39,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7584,0.6996,1.0000,1.0000
50,8,5.6110,2017,2024,SAME_REGION_TYPE,0.9272,0.9231,0.2379,0.2379
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8178,0.7159,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7535,0.6932,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8321,0.7875,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8102,0.7500,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8317,0.7875,1.0000,1.0000
29,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8059,0.7200,1.0000,1.0000
38,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7934,0.7167,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7811,0.6990,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7828,0.7000,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8197,0.7650,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7889,0.7000,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8404,0.7950,1.0000,1.0000
21,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8237,0.7393,1.0000,1.0000
50,7,4.5863,2017,2023,SAME_REGION_TYPE,0.9257,0.9231,0.3580,0.1392
50,7,4.1491,2018,2025,SAME_REGION_TYPE,0.9239,0.9231,0.3593,0.0205
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8241,0.7875,1.0000,1.0000
50,7,6.4023,2017,2023,SAME_REGION_TYPE,0.9284,0.9231,0.2175,0.1780
23,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8125,0.7159,1.0000,1.0000
41,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7869,0.6908,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8416,0.7875,1.0000,1.0000
21,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7987,0.7500,1.0000,1.0000
30,8,3.2314,2017,2025,SAME_REGION_TYPE,0.8600,0.6908,0.5244,0.5244
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8095,0.7650,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7998,0.7650,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8109,0.7295,1.0000,1.0000
50,8,7.4316,2017,2024,SAME_REGION_TYPE,0.9229,0.8906,0.1766,0.1602
22,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7915,0.7295,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7493,0.6955,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8029,0.7750,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8169,0.7875,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8355,0.8250,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8160,0.7875,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8103,0.7750,1.0000,1.0000
31,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7959,0.7015,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8162,0.7500,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8252,0.7875,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8368,0.8250,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8188,0.7875,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8556,0.7950,1.0000,1.0000
28,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7724,0.6990,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8152,0.7875,1.0000,1.0000
37,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8120,0.7159,1.0000,1.0000
50,9,5.5996,2017,2025,SAME_REGION_TYPE,0.8323,0.7159,0.3341,0.3341
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8445,0.7950,1.0000,1.0000
30,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8061,0.6895,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8174,0.7875,1.0000,1.0000
37,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8137,0.7295,1.0000,1.0000
38,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7936,0.7000,1.0000,1.0000
29,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8016,0.7036,1.0000,1.0000
29,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8024,0.6964,1.0000,1.0000
50,8,7.6049,2017,2024,SAME_REGION_TYPE,0.9166,0.8906,0.1625,0.1625
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8251,0.7500,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7907,0.7500,1.0000,1.0000
37,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8077,0.6895,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7970,0.7500,1.0000,1.0000
23,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8410,0.7159,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7984,0.7650,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8495,0.7875,1.0000,1.0000
39,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7916,0.6817,1.0000,1.0000
23,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8023,0.7500,1.0000,1.0000
28,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7701,0.7023,1.0000,1.0000
22,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8055,0.7295,1.0000,1.0000
28,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7842,0.6990,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7977,0.7650,1.0000,1.0000
50,7,6.0141,2017,2023,SAME_REGION_TYPE,0.9240,0.9231,0.2595,0.1597
41,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7910,0.6908,1.0000,1.0000
50,5,3.3562,2018,2025,SAME_REGION_TYPE,0.9235,0.9231,0.3997,0.0208
22,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7666,0.7050,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7960,0.6990,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8401,0.8250,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7635,0.7083,1.0000,1.0000
48,8,5.7235,2017,2025,SAME_REGION_TYPE,0.8421,0.6800,0.2588,0.2512
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8093,0.7750,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8251,0.7750,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8083,0.7650,1.0000,1.0000
48,8,5.8156,2017,2025,SAME_REGION_TYPE,0.8863,0.6823,0.2676,0.2676
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8165,0.7875,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8170,0.7750,1.0000,1.0000
50,6,5.6075,2017,2022,SAME_REGION_TYPE,0.9272,0.9231,0.2007,0.1983
38,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8233,0.7083,1.0000,1.0000
50,6,5.9235,2017,2022,SAME_REGION_TYPE,0.9275,0.9231,0.1821,0.1783
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8219,0.7875,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7918,0.7500,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8171,0.7875,1.0000,1.0000
37,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8120,0.6944,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8175,0.7950,1.0000,1.0000
30,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7959,0.6944,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8381,0.7941,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8281,0.7950,1.0000,1.0000
48,8,5.8528,2017,2025,SAME_REGION_TYPE,0.8775,0.6847,0.2615,0.2615
38,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8188,0.7000,1.0000,1.0000
50,6,5.0161,2017,2025,SAME_REGION_TYPE,0.9335,0.9231,0.2946,0.1032
31,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7978,0.6826,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7765,0.7145,1.0000,1.0000
38,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8138,0.7167,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7873,0.7295,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8497,0.7941,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7980,0.7295,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8066,0.7103,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8117,0.7295,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8152,0.7650,1.0000,1.0000
41,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8023,0.6868,1.0000,1.0000
30,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8061,0.6895,1.0000,1.0000
29,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8084,0.6964,1.0000,1.0000
50,4,3.2825,2018,2021,SAME_REGION_TYPE,0.9234,0.9231,0.3997,0.1805
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7980,0.7500,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8151,0.7875,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7506,0.6908,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7530,0.6944,1.0000,1.0000
23,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8312,0.7295,1.0000,1.0000
37,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7966,0.6992,1.0000,1.0000
50,5,3.4176,2018,2025,SAME_REGION_TYPE,0.9240,0.9231,0.3992,0.0419
22,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8018,0.7159,1.0000,1.0000
50,6,3.3995,2017,2025,SAME_REGION_TYPE,0.9261,0.9231,0.3975,0.0622
21,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8050,0.7500,1.0000,1.0000
39,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8061,0.6817,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7986,0.7568,1.0000,1.0000
50,6,5.1115,2017,2022,SAME_REGION_TYPE,0.9292,0.9231,0.2961,0.2961
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8150,0.7875,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8050,0.7402,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8235,0.7875,1.0000,1.0000
50,9,6.4018,2017,2025,SAME_REGION_TYPE,0.9108,0.8025,0.2271,0.1403
50,6,5.0851,2017,2025,SAME_REGION_TYPE,0.9352,0.9231,0.2394,0.0206
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8070,0.7500,1.0000,1.0000
50,8,7.2164,2017,2024,SAME_REGION_TYPE,0.9210,0.9063,0.2001,0.1407
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8391,0.8250,1.0000,1.0000
37,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8253,0.6944,1.0000,1.0000
38,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8022,0.7083,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8411,0.8250,1.0000,1.0000
30,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8112,0.6895,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7865,0.7375,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7442,0.7011,1.0000,1.0000
37,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8205,0.6895,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8224,0.7750,1.0000,1.0000
41,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8163,0.6868,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8014,0.7375,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8212,0.7750,1.0000,1.0000
41,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7912,0.6947,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7876,0.7313,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8152,0.7875,1.0000,1.0000
29,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8009,0.7036,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7632,0.6992,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8178,0.7750,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7998,0.7500,1.0000,1.0000
50,8,4.3611,2017,2025,SAME_REGION_TYPE,0.9260,0.9231,0.4174,0.0211
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8183,0.7750,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8401,0.7950,1.0000,1.0000
50,9,6.3769,2017,2025,SAME_REGION_TYPE,0.9088,0.8000,0.2283,0.1347
50,7,3.9926,2017,2023,SAME_REGION_TYPE,0.9266,0.9231,0.4168,0.0397
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8157,0.7875,1.0000,1.0000
28,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7847,0.7050,1.0000,1.0000
50,9,7.4362,2017,2025,SAME_REGION_TYPE,0.9200,0.8906,0.1806,0.0213
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8196,0.7875,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8270,0.7950,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8212,0.7500,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8190,0.7950,1.0000,1.0000
41,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8063,0.6908,1.0000,1.0000
28,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7984,0.6930,1.0000,1.0000
22,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7978,0.7159,1.0000,1.0000
50,7,3.9937,2017,2023,SAME_REGION_TYPE,0.9243,0.9231,0.4189,0.1995
28,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7938,0.6990,1.0000,1.0000
38,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7803,0.7250,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8138,0.7650,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8169,0.7875,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8210,0.7875,1.0000,1.0000
23,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8274,0.7159,1.0000,1.0000
38,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7518,0.7023,1.0000,1.0000
38,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8036,0.7083,1.0000,1.0000
24,1,1.0000,2025,2025,SAME_REGION_TYPE_VENUE,0.8913,0.8133,1.0000,1.0000
29,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8085,0.7036,1.0000,1.0000
24,1,1.0000,2025,2025,SAME_REGION_TYPE_VENUE,0.8986,0.8300,1.0000,1.0000
21,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8101,0.7350,1.0000,1.0000
39,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7673,0.6996,1.0000,1.0000
39,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7935,0.6862,1.0000,1.0000
50,7,3.9029,2017,2025,SAME_REGION_TYPE,0.9278,0.9231,0.3787,0.0210
24,1,1.0000,2025,2025,SAME_REGION_TYPE_VENUE,0.8909,0.8100,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8394,0.7875,1.0000,1.0000
50,6,4.7303,2017,2025,SAME_REGION_TYPE,0.9310,0.9231,0.2778,0.0208
28,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7971,0.7200,1.0000,1.0000
28,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8120,0.6990,1.0000,1.0000
22,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8061,0.7295,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8450,0.8250,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8332,0.7875,1.0000,1.0000
28,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8155,0.6930,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8398,0.7950,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8069,0.7500,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8241,0.7750,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8128,0.7500,1.0000,1.0000
50,6,3.1992,2017,2025,SAME_REGION_TYPE,0.9241,0.9231,0.4391,0.0202
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8337,0.7750,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8227,0.7875,1.0000,1.0000
23,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8274,0.7159,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8142,0.7650,1.0000,1.0000
37,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8162,0.6895,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8058,0.7650,1.0000,1.0000
50,7,4.1959,2017,2025,SAME_REGION_TYPE,0.9266,0.9231,0.3387,0.0204
30,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8211,0.6895,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8164,0.7750,1.0000,1.0000
50,4,3.1049,2017,2025,SAME_REGION_TYPE,0.9378,0.9375,0.3598,0.0205
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8401,0.7875,1.0000,1.0000
30,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8122,0.6944,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8432,0.8250,1.0000,1.0000
50,6,5.0260,2017,2022,SAME_REGION_TYPE,0.9275,0.9231,0.2594,0.1783
39,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8123,0.6817,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8062,0.7750,1.0000,1.0000
31,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8032,0.6826,1.0000,1.0000
24,1,1.0000,2025,2025,SAME_REGION_TYPE_VENUE,0.8423,0.8094,1.0000,1.0000
24,1,1.0000,2025,2025,SAME_REGION_TYPE_VENUE,0.8993,0.8273,1.0000,1.0000
24,1,1.0000,2025,2025,SAME_REGION_TYPE_VENUE,0.8746,0.8200,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8096,0.7750,1.0000,1.0000
23,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7611,0.7200,1.0000,1.0000
50,4,3.1049,2017,2025,SAME_REGION_TYPE,0.9378,0.9375,0.3598,0.0205
41,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.8278,0.6868,1.0000,1.0000
50,9,6.2027,2017,2025,SAME_REGION_TYPE,0.8774,0.7647,0.3158,0.3158
50,9,6.1198,2017,2025,SAME_REGION_TYPE,0.8572,0.7647,0.3181,0.3181
38,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7939,0.7167,1.0000,1.0000
50,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7888,0.7350,1.0000,1.0000
28,1,1.0000,2025,2025,NATIONWIDE_TYPE_VENUE,0.7611,0.6895,1.0000,1.0000
